ID-LB,ARS
B100019.LB.102758195,160775052043
B100019.LB.102758197,160775052043
B100019.LB.102762705,160775052043
B100019.LB.102769443,160775052043
B100019.LB.102769446,160775052043
B100019.LB.102769449,160775052043
B100019.LB.102769451,160775052043
B100019.LB.102769452,160775052043
B100019.LB.102769453,160775052043
B100019.LB.102769456,160775052043
B100019.LB.102769457,160775052043
B100019.LB.102769468,160775052043
B100019.LB.102769469,160775052043
B100019.LB.102769470,160775052043
B100019.LB.102769471,160775052043
B100019.LB.102769474,160775052043
B100019.LB.102769476,160775052043
B100019.LB.102769477,160775052043
B100019.LB.102774927,160775052043
B100019.LB.102774928,160775052043
B100019.LB.102774929,160775052043
B100019.LB.102774930,160775052043
B100019.LB.102774931,160775052043
B100019.LB.102774932,160775052043
B100019.LB.102774933,160775052043
B100019.LB.102774934,160775052043
B100019.LB.102774935,160775052043
B100019.LB.102774936,160775052043
B100019.LB.102774937,160775052043
B100019.LB.102774999,160775052043
B100019.LB.102775717,160775052043
B100019.LB.102775727,160775052043
B100019.LB.102775729,160775052043
B100019.LB.102775733,160775052043
B100019.LB.102775734,160775052043
B100019.LB.102775737,160775052043
B100019.LB.102775739,160775052043
B100019.LB.102775741,160775052043
B100019.LB.102775743,160775052043
B100019.LB.102775744,160775052043
B100019.LB.102775745,160775052043
B100019.LB.102775746,160775052043
B100019.LB.102775747,160775052043
B100019.LB.102775749,160775052043
B100019.LB.102775750,160775052043
B100019.LB.102775751,160775052043
B100019.LB.102775752,160775052043
B100019.LB.102775754,160775052043
B100019.LB.102775756,160775052043
B100019.LB.102775760,160775052043
B100019.LB.102775785,160775052043
B100019.LB.102775789,160775052043
B100019.LB.102775791,160775052043
B100019.LB.102775793,160775052043
B100019.LB.102775795,160775052043
B100019.LB.102775799,160775052043
B100019.LB.102778701,160775052043
B100019.LB.102778704,160775052043
B100019.LB.102778706,160775052043
B100019.LB.102778712,160775052043
B100019.LB.102778713,160775052043
B100019.LB.102778714,160775052043
B100019.LB.102778723,160775052043
B100019.LB.102778725,160775052043
B100019.LB.102778727,160775052043
B100019.LB.102780510,160775052043
B100019.LB.102780531,160775052043
B100019.LB.102780534,160775052043
B100019.LB.102780545,160775052043
B100019.LB.102780547,160775052043
B100019.LB.102780551,160775052043
B100019.LB.102780564,160775052043
B100019.LB.102780566,160775052043
B100019.LB.102780580,160775052043
B100019.LB.102780581,160775052043
B100019.LB.102780582,160775052043
B100019.LB.102780583,160775052043
B100019.LB.102780584,160775052043
B100019.LB.102780590,160775052043
B100019.LB.102780594,160775052043
B100019.LB.102780597,160775052043
B100019.LB.102780598,160775052043
B100019.LB.102786214,160775052043
B100019.LB.102786239,160775052043
B100019.LB.102786266,160775052043
B100019.LB.102786271,160775052043
B100019.LB.102786289,160775052043
B100019.LB.102786290,160775052043
B100019.LB.102786291,160775052043
B100019.LB.102786294,160775052043
B100019.LB.102786298,160775052043
B100019.LB.102787300,160775052043
B100019.LB.102787304,160775052043
B100019.LB.102787321,160775052043
B100019.LB.102787323,160775052043
B100019.LB.102789935,160775052043
B100019.LB.102789963,160775052043
B100019.LB.102795217,160775052043
B100019.LB.102795220,160775052043
B100019.LB.102795223,160775052043
B100019.LB.102795224,160775052043
B100019.LB.102796705,160775052043
B100019.LB.102796708,160775052043
B100019.LB.102796709,160775052043
B100019.LB.102796710,160775052043
B100019.LB.102796726,160775052043
B100019.LB.102796727,160775052043
B100019.LB.102796729,160775052043
B100019.LB.102796730,160775052043
B100019.LB.102796750,160775052043
B100019.LB.102796752,160775052043
B100019.LB.102796754,160775052043
B100019.LB.102796756,160775052043
B100019.LB.102796758,160775052043
B100019.LB.102796760,160775052043
B100019.LB.102796762,160775052043
B100019.LB.102796764,160775052043
B100019.LB.102796785,160775052043
B100019.LB.102796798,160775052043
B100019.LB.102799500,160775052043
B100019.LB.102799513,160775052043
B100019.LB.102799515,160775052043
B100019.LB.102799521,160775052043
B100019.LB.102799523,160775052043
B100019.LB.102799525,160775052043
B100019.LB.102799527,160775052043
B100019.LB.102799529,160775052043
B100019.LB.102799531,160775052043
B100019.LB.102799533,160775052043
B100019.LB.102799535,160775052043
B100019.LB.102799537,160775052043
B100019.LB.102799549,160775052043
B100019.LB.102799551,160775052043
B100019.LB.102799553,160775052043
B100019.LB.102799584,160775052043
B100019.LB.102799586,160775052043
B100019.LB.102799598,160775052043
B100019.LB.102806700,160775052043
B100019.LB.102806702,160775052043
B100019.LB.102806704,160775052043
B100019.LB.102806738,160775052043
B100019.LB.102806740,160775052043
B100019.LB.102806742,160775052043
B100019.LB.102806744,160775052043
B100019.LB.102806746,160775052043
B100019.LB.102806748,160775052043
B100019.LB.102806751,160775052043
B100019.LB.102806753,160775052043
B100019.LB.102806755,160775052043
B100019.LB.102806757,160775052043
B100019.LB.102806761,160775052043
B100019.LB.102806763,160775052043
B100019.LB.102806765,160775052043
B100019.LB.102806767,160775052043
B100019.LB.102806769,160775052043
B100019.LB.102806771,160775052043
B100019.LB.102806773,160775052043
B100019.LB.102809717,160775052043
B100019.LB.102809718,160775052043
B100019.LB.102809719,160775052043
B100019.LB.102821007,160775052043
B100019.LB.102821066,160775052043
B100019.LB.102821067,160775052043
B100019.LB.102821069,160775052043
B100019.LB.102831864,160775052043
B100019.LB.102835424,160775052043
B100019.LB.102835426,160775052043
B100019.LB.102835427,160775052043
B100019.LB.102835428,160775052043
B100019.LB.102835429,160775052043
B100019.LB.102835430,160775052043
B100019.LB.102835431,160775052043
B100019.LB.102835432,160775052043
B100019.LB.102835433,160775052043
B100019.LB.102835434,160775052043
B100019.LB.102835435,160775052043
B100019.LB.102835436,160775052043
B100019.LB.102835437,160775052043
B100019.LB.102835443,160775052043
B100019.LB.102835444,160775052043
B100019.LB.102837919,160775052043
B100019.LB.102837920,160775052043
B100019.LB.102837921,160775052043
B100019.LB.102837922,160775052043
B100019.LB.102837923,160775052043
B100019.LB.102837924,160775052043
B100019.LB.102837925,160775052043
B100019.LB.102837926,160775052043
B100019.LB.102837928,160775052043
B100019.LB.102837929,160775052043
B100019.LB.102837930,160775052043
B100019.LB.102837931,160775052043
B100019.LB.102837932,160775052043
B100019.LB.102837933,160775052043
B100019.LB.102837935,160775052043
B100019.LB.102837936,160775052043
B100019.LB.102837937,160775052043
B100019.LB.102837938,160775052043
B100019.LB.102837939,160775052043
B100019.LB.102837940,160775052043
B100019.LB.102837941,160775052043
B100019.LB.102837942,160775052043
B100019.LB.102837943,160775052043
B100019.LB.102837944,160775052043
B100019.LB.102837945,160775052043
B100019.LB.102837946,160775052043
B100019.LB.102837947,160775052043
B100019.LB.102837948,160775052043
B100019.LB.102837949,160775052043
B100019.LB.102837961,160775052043
B100019.LB.102837962,160775052043
B100019.LB.102837963,160775052043
B100019.LB.102837964,160775052043
B100019.LB.102837976,160775052043
B100019.LB.102837977,160775052043
B100019.LB.102837978,160775052043
B100019.LB.102837979,160775052043
B100019.LB.102837980,160775052043
B100019.LB.102837981,160775052043
B100019.LB.102837982,160775052043
B100019.LB.102837983,160775052043
B100019.LB.102837984,160775052043
B100019.LB.102837986,160775052043
B100019.LB.102837987,160775052043
B100019.LB.102837988,160775052043
B100019.LB.102837989,160775052043
B100019.LB.102837990,160775052043
B100019.LB.102837991,160775052043
B100019.LB.102837992,160775052043
B100019.LB.102837993,160775052043
B100019.LB.102837994,160775052043
B100019.LB.102837995,160775052043
B100019.LB.102837996,160775052043
B100019.LB.102837997,160775052043
B100019.LB.102837998,160775052043
B100019.LB.102837999,160775052043
B100019.LB.102840700,160775052043
B100019.LB.102840701,160775052043
B100019.LB.102840702,160775052043
B100019.LB.102840703,160775052043
B100019.LB.102840704,160775052043
B100019.LB.102840705,160775052043
B100019.LB.102840706,160775052043
B100019.LB.102840707,160775052043
B100019.LB.102840708,160775052043
B100019.LB.102840709,160775052043
B100019.LB.102840710,160775052043
B100019.LB.102840711,160775052043
B100019.LB.102840712,160775052043
B100019.LB.102840713,160775052043
B100019.LB.102840714,160775052043
B100019.LB.102840715,160775052043
B100019.LB.102840716,160775052043
B100019.LB.102840717,160775052043
B100019.LB.102840719,160775052043
B100019.LB.102840720,160775052043
B100019.LB.102840721,160775052043
B100019.LB.102840722,160775052043
B100019.LB.102840723,160775052043
B100019.LB.102854634,160775052043
B100019.LB.102854636,160775052043
B100019.LB.102854638,160775052043
B100019.LB.102854640,160775052043
B100019.LB.102879315,160775052043
B100019.LB.102879317,160775052043
B100019.LB.102879319,160775052043
B100019.LB.102879338,160775052043
B100019.LB.102879340,160775052043
B100019.LB.102879353,160775052043
B100019.LB.102889131,160775052043
B100019.LB.102889168,160775052043
B100019.LB.102889170,160775052043
B100019.LB.102889172,160775052043
B100019.LB.102889176,160775052043
B100019.LB.102889178,160775052043
B100019.LB.102889180,160775052043
B100019.LB.102889184,160775052043
B100019.LB.102889186,160775052043
B100019.LB.102889188,160775052043
B100019.LB.102889192,160775052043
B100019.LB.102899722,160775052043
B100019.LB.102899728,160775052043
B100019.LB.102899730,160775052043
B100019.LB.102915734,160775052043
B100019.LB.102915768,160775052043
B100019.LB.102924703,160775052043
B100019.LB.102924705,160775052043
B100019.LB.102924752,160775052043
B100019.LB.102924756,160775052043
B100019.LB.102937309,160775052043
B100019.LB.102974996,160775052043
B100019.LB.102983283,160775052043
B100019.LB.102996600,160775052043
B100019.LB.102998711,160775052043
B100019.LB.102998713,160775052043
B100019.LB.102998731,160775052043
B100019.LB.102998736,160775052043
B100019.LB.102998738,160775052043
B100019.LB.102998739,160775052043
B100019.LB.102998741,160775052043
B100019.LB.102998744,160775052043
B100019.LB.102998745,160775052043
B100019.LB.103012145,160775052043
B100019.LB.103022598,160775052043
B100019.LB.103027100,160775052043
B100019.LB.103027102,160775052043
B100019.LB.103027104,160775052043
B100019.LB.103027106,160775052043
B100019.LB.103027108,160775052043
B100019.LB.103027110,160775052043
B100019.LB.103027114,160775052043
B100019.LB.103027118,160775052043
B100019.LB.103027126,160775052043
B100019.LB.103027135,160775052043
B100019.LB.103039533,160775052043
B100019.LB.103061495,160775052043
B100019.LB.103072439,160775052043
B100019.LB.103131853,160775052043
B100019.LB.103131854,160775052043
B100019.LB.103131855,160775052043
B100019.LB.103197412,160775052043
B100019.LB.103255397,160775052043
B100019.LB.103255398,160775052043
B100019.LB.103262300,160775052043
B100019.LB.103262301,160775052043
B100019.LB.103262322,160775052043
B100019.LB.103262323,160775052043
B100019.LB.103285001,160775052043
B100019.LB.103285002,160775052043
B100019.LB.103285003,160775052043
B100019.LB.103285004,160775052043
B100019.LB.103285005,160775052043
B100019.LB.103285008,160775052043
B100019.LB.103299955,160775052043
B100019.LB.103320095,160775052043
B100019.LB.103327056,160775052043
B100019.LB.103327058,160775052043
B100019.LB.103327060,160775052043
B100019.LB.103327062,160775052043
B100019.LB.103327063,160775052043
B100019.LB.103345382,160775052043
B100019.LB.103356000,160775052043
B100019.LB.103356001,160775052043
B100019.LB.103356002,160775052043
B100019.LB.103356003,160775052043
B100019.LB.103356005,160775052043
B100019.LB.103356006,160775052043
B100019.LB.103356017,160775052043
B100019.LB.103356019,160775052043
B100019.LB.103404548,160775052043
B100019.LB.103404550,160775052043
B100019.LB.103408326,160775052043
B100019.LB.103408328,160775052043
B100019.LB.103408335,160775052043
B100019.LB.103408337,160775052043
B100019.LB.103408339,160775052043
B100019.LB.103408341,160775052043
B100019.LB.103408344,160775052043
B100019.LB.103442701,160775052043
B100019.LB.103448708,160775052043
B100019.LB.103448732,160775052043
B100019.LB.103448751,160775052043
B100019.LB.103448753,160775052043
B100019.LB.103448755,160775052043
B100019.LB.103520138,160775052043
B100019.LB.103520139,160775052043
B100019.LB.103520146,160775052043
B100019.LB.103520148,160775052043
B100019.LB.103558455,160775052043
B100019.LB.103558472,160775052043
B100019.LB.103574914,160775052043
B100019.LB.103574916,160775052043
B100019.LB.103574918,160775052043
B100019.LB.103574920,160775052043
B100019.LB.103574922,160775052043
B100019.LB.103574924,160775052043
B100019.LB.103574927,160775052043
B100019.LB.103574929,160775052043
B100019.LB.103574931,160775052043
B100019.LB.103574933,160775052043
B100019.LB.103574935,160775052043
B100019.LB.103574937,160775052043
B100019.LB.103611839,160775052043
B100019.LB.103664042,160775052043
B100019.LB.103664044,160775052043
B100019.LB.103664047,160775052043
B100019.LB.103668702,160775052043
B100019.LB.103668704,160775052043
B100019.LB.103668706,160775052043
B100019.LB.103668709,160775052043
B100019.LB.103688017,160775052043
B100019.LB.103695256,160775052043
B100019.LB.103710701,160775052043
B100019.LB.103725601,160775052043
B100019.LB.103725605,160775052043
B100019.LB.103778540,160775052043
B100019.LB.103778541,160775052043
B100019.LB.103778542,160775052043
B100019.LB.103778543,160775052043
B100019.LB.103786139,160775052043
B100019.LB.103798024,160775052043
B100019.LB.103817002,160775052043
B100019.LB.103817036,160775052043
B100019.LB.103882089,160775052043
B100019.LB.103882091,160775052043
B100019.LB.103882093,160775052043
B100019.LB.103918125,160775052043
B100019.LB.103963640,160775052043
B100019.LB.103963643,160775052043
B100019.LB.103963651,160775052043
B100019.LB.103963654,160775052043
B100019.LB.103963657,160775052043
B100019.LB.103963660,160775052043
B100019.LB.103963663,160775052043
B100019.LB.103963666,160775052043
B100019.LB.103963669,160775052043
B100019.LB.103963671,160775052043
B100019.LB.103963677,160775052043
B100019.LB.103990421,160775052043
B100019.LB.103990488,160775052043
B100019.LB.104053221,160775052043
B100019.LB.104102356,160775052043
B100019.LB.104107138,160775052043
B100019.LB.104107140,160775052043
B100019.LB.104107172,160775052043
B100019.LB.104187806,160775052043
B100019.LB.104921750,160775052043
B100019.LB.105318912,160775052043
B100019.LB.105608509,160775052043
B100019.LB.105905213,160775052043
B100019.LB.106311931,160775052043
B100019.LB.106545186,160775052043
B100019.LB.107396303,160775052043
B100019.LB.574711,160775052043
B100019.LB.574724,160775052043
B100019.LB.574730,160775052043
B100019.LB.574959,160775052043
B100019.LB.575150,160775052043
B100019.LB.575204,160775052043
B100019.LB.575423,160775052043
B100019.LB.575543,160775052043
B100019.LB.575549,160775052043
B100019.LB.575850,160775052043
B100019.LB.576809,160775052043
B100019.LB.576842,160775052043
B100019.LB.576848,160775052043
B100019.LB.576854,160775052043
B100019.LB.576863,160775052043
B100019.LB.576866,160775052043
B100019.LB.576986,160775052043
B100019.LB.577047,160775052043
B100019.LB.577649,160775052043
B100019.LB.577737,160775052043
B100019.LB.577922,160775052043
B100019.LB.578100,160775052043
B100019.LB.578614,160775052043
B100019.LB.579051,160775052043
B100019.LB.579278,160775052043
B100019.LB.579296,160775052043
B100019.LB.579519,160775052043
B100019.LB.579649,160775052043
B100019.LB.579695,160775052043
B100019.LB.579864,160775052043
B100019.LB.579878,160775052043
B100019.LB.580190,160775052043
B100019.LB.580549,160775052043
B100019.LB.580587,160775052043
B100019.LB.580632,160775052043
B100019.LB.580698,160775052043
B100019.LB.580704,160775052043
B100019.LB.580781,160775052043
B100019.LB.580784,160775052043
B100019.LB.581183,160775052043
B100019.LB.581243,160775052043
B100019.LB.581326,160775052043
B100019.LB.581407,160775052043
B100019.LB.581422,160775052043
B100019.LB.581615,160775052043
B100019.LB.581627,160775052043
B100019.LB.581633,160775052043
B100019.LB.581657,160775052043
B100019.LB.581663,160775052043
B100019.LB.581669,160775052043
B100019.LB.581678,160775052043
B100019.LB.581692,160775052043
B100019.LB.581704,160775052043
B100019.LB.581716,160775052043
B100019.LB.581719,160775052043
B100019.LB.581734,160775052043
B100019.LB.581863,160775052043
B100019.LB.581883,160775052043
B100019.LB.582295,160775052043
B100019.LB.582301,160775052043
B100019.LB.582307,160775052043
B100019.LB.582313,160775052043
B100019.LB.582322,160775052043
B100019.LB.582328,160775052043
B100019.LB.582334,160775052043
B100019.LB.582340,160775052043
B100019.LB.582346,160775052043
B100019.LB.582366,160775052043
B100019.LB.582373,160775052043
B100019.LB.582379,160775052043
B100019.LB.582390,160775052043
B100019.LB.582404,160775052043
B100019.LB.582410,160775052043
B100019.LB.582416,160775052043
B100019.LB.582422,160775052043
B100019.LB.582429,160775052043
B100019.LB.582435,160775052043
B100019.LB.582441,160775052043
B100019.LB.582449,160775052043
B100019.LB.582624,160775052043
B100019.LB.582715,160775052043
B100019.LB.582721,160775052043
B100019.LB.582986,160775052043
B100019.LB.583115,160775052043
B100019.LB.583156,160775052043
B100019.LB.583323,160775052043
B100019.LB.583464,160775052043
B100019.LB.583471,160775052043
B100019.LB.584178,160775052043
B100019.LB.584196,160775052043
B100019.LB.584264,160775052043
B100019.LB.584290,160775052043
B100019.LB.584323,160775052043
B100019.LB.584341,160775052043
B100019.LB.584347,160775052043
B100019.LB.584372,160775052043
B100019.LB.584384,160775052043
B100019.LB.584396,160775052043
B100019.LB.584439,160775052043
